"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"767","공연장","예술공간 혜화","","    ","종로구  ","       ","서울시 종로구 혜화동 74-38","","02-747-9139","http://http://www.modli.com"
"768","공연연습실(대학로)","예술공간혜화","","    ","종로구  ","110-530","서울시 종로구 혜화로 10-3","","02-747-9139","http://blog.naver.com/ellip77"
"769","공연장","예술극장나무와물","Life theater Tree & Water","2003","종로구  ","       ","서울시 종로구 명륜2가 8-1 B1","","02-745-2124","http://www.treeandwater.com"
"770","공연장","예술나무씨어터","artstree theater","2013","구로구  ","       ","서울시 구로구 구로5동 501 나인스에비뉴 B1 예술나무씨어터","","",""
"771","공연장","예술마당 1관","Artmadang 1","2005","종로구  ","       ","서울시 종로구 이화동 139번지 예술마당 (110-500)","","1599-2117","http://http://artmadang.co.kr"
"772","공연장","예술마당 2관","Artmadang 2","2005","종로구  ","       ","서울시 종로구 이화동 139번지 예술마당 (110-500)","","1599-2117","http://http://artmadang.co.kr"
"816","공연장","유니플렉스 3관","uni plex","2013","종로구  ","       ","서울시 종로구 대학로 12길 64 복합문화예술공간 유니플렉스","","02-766-2115",""
"773","공연장","예술마당 3관","Artmadang 3","2005","종로구  ","       ","서울시 종로구 이화동 139번지 예술마당 (110-500)","","1599-2117","http://http://artmadang.co.kr"
"774","공연장","예술마당 4관","Artmadang 4","2005","종로구  ","       ","서울시 종로구 이화동 139번지 예술마당","","1599-2117","http://http://artmadang.co.kr"
"775","공연연습실(대학로)","예술의전당","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2406","","02-580-1300",""
"776","미술관","예술의전당 서예관","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2406","예술의전당內","02-580-1660",""
"777","공연장","예술의전당 오페라극장","Seoul Arts Center Opera Theater","    ","서초구  ","       ","서울시 서초구 남부순환로 2406","","02-580-1300","http://www.sac.or.kr"
"778","공연장","예술의전당 자유소극장","Seoul Arts Center Jayu Theater","    ","서초구  ","       ","서울시 서초구 남부순환로 2406","","02-580-1300","http://www.sac.or.kr"
"779","공연장","예술의전당 제2지하보도","Seoul Arts Center The 2nd Underground passage","1989","서초구  ","       ","서울시 서초구 서초동 1451-95번지","","",""
"780","공연장","예술의전당 토월극장","Seoul Arts Center Towol Theater","    ","서초구  ","       ","서울시 서초구 남부순환로 2406","","02-580-1300","http://www.sac.or.kr"
"781","공연연습실(대학로)","예술종합학교(크누아홀)","","    ","서초구  ","137-070","서울시 서초구 남부순환로 2374","","02-746-9000","http://www.taiwha.or.kr"
"782","공연장","예스24 스테이지","YES24 STAGE","2019","종로구  ","03086  ","서울시 종로구 대학로12길 21 (동숭동)","YES24 STAGE","02-742-9637","https://yes24stage.com/"
"783","전시시설","예원화랑","","    ","강남구  ","135-998","서울시 강남구 삼성로 319","","02-561-2171","http://www.wolgyelib.kr"
"784","공연장","예인아트홀","Yein Art Hall","2018","강남구  ","135-956","서울시 강남구 도산대로81길 45 (청담동)","예인 아트홀","",""
"785","전시시설","예화랑","","    ","강남구  ","135-888","서울시 강남구 압구정로 12길 18","","02-542-5543,02-542-3624","http://www.gongneung.or.kr"
"786","공연연습실(대학로)","오디토리움","","    ","강남구  ","135-975","서울시 강남구 봉은사로 524","무역센터 코엑스 신관3층","02-6000-0114,02-6000-5555","http://www.bestbun3.or.kr"
"787","도서관","오류도서관","","    ","구로구  ","152-890","서울시 구로구 경인로19길 29-6","","02-2613-8983",""
"788","공연장","오아시스극장","Oasis Theatre","2009","종로구  ","       ","서울시 종로구 동숭동 1-133 드라마하우스 3층 오아시스극장","","02-3673-0888",""
"789","전시시설","오온","ooooon","2022","송파구  ","05561  ","서울시 송파구 백제고분로7길 16-16 (잠실동)","4층","0507-1367-2519","http://blog.naver.com/info_ooooon"
"790","전시시설","오페라갤러리","","    ","강남구  ","135-955","서울시 강남구 압구정로 461","네이처포엠","02-3446-0070","http://www.scyc.or.kr"
"791","복지관","옥수종합사회복지관","","    ","성동구  ","133-839","서울시 성동구 한림말길 16-5","","02-2282-1100","http://www.sdmbokji.or.kr"
"792","공연장","올래홀 (구,두레홀 2관)","All Rae Hall","2005","종로구  ","       ","서울시 종로구 동숭동 1-97","","",""
"793","공연연습실(대학로)","올림픽기념국민생활관1","","    ","종로구  ","110-530","서울시 종로구 성균관로 91","","02-745-6701","http://www.ijongno.co.kr/html/sub/info_sisul/olympic/sisul-olympic.asp"
"794","박물관","옹기민속박물관","","    ","도봉구  ","132-890","서울시 도봉구 삼양로 574-41","","02-900-0900",""
"795","공연장","용산 랜드 시네마","Land Cinema","2002","용산구  ","       ","서울시 용산구 한강로 3가 16-9 용산전자랜드","","02-707-4960",""
"796","도서관","용산도서관","","    ","용산구  ","140-899","서울시 용산구 두텁바위로 160","","02-754-3439,02-754-2569","http://yslib.sen.go.kr"
"797","지방문화원","용산문화원","","    ","용산구  ","140-850","서울시 용산구 효창원로8길 28","","02-703-0052~3","http://yongsan.kccf.or.kr/"
"798","공연연습실(대학로)","용산아트홀","","    ","용산구  ","140-704","서울시 용산구 녹사평대로 150","","02-2199-7260","http://art.yongsan.go.kr"
"799","청소년수련관","용산청소년수련관","","    ","용산구  ","140-906","서울시 용산구 이촌로 71길 24","","02-749-0102","http://www.youthpool.or.kr"
"800","공연장","우리금융아트홀","Wooriarthall","2009","송파구  ","       ","서울시 송파구 방이동 88-2 올림픽공원 우리금융아트홀","","02-410-1531","http://www.wooriarthall.or.kr"
"801","공연장","우림청담씨어터","Woolim Theater","2002","강남구  ","       ","서울시 강남구 청담동 86외 1. I&H빌딩 지하 2,3층 (학동사거리, 구 키네마 극장)","","02-569-0655","http://www.i-pmc.co.kr"
"802","복지관","우면종합사회복지관","","    ","서초구  ","137-783","서울시 서초구 바우뫼로 7길 11","","02-577-6321~2",""
"803","공연연습실(대학로)","우석레파토리","","    ","종로구  ","110-810","서울시 종로구 이화장길 86-11","","02-765-7501",""
"804","공연장","우석레퍼토리극장","Woosuk Repertory Theater","2002","종로구  ","       ","서울시 종로구 동숭동 192-8","","02-765-7501","http://edu.woosuk.ac.kr"
"805","전시시설","운우판화미술관","","    ","성북구  ","136-821","서울시 성북구 선잠로 12-11","","02-3442-6816","http://www.omni.or.kr/sjs/"
"806","공연연습실(대학로)","워커힐 씨어터","","    ","광진구  ","143-800","서울시 광진구 워커힐로 177","","02-455-5000","http://www.ceciltheater.com"
"807","전시시설","원엔제이갤러리","","    ","종로구  ","110-260","서울시 종로구 북촌로 31-14","","02-745-1644","http://www.warmemo.or.kr/main.jsp"
"808","도서관","월계문화정보도서관  ","","    ","노원구  ","139-848","서울시 노원구 월계로 319","","02-991-0871~4",""
"809","복지관","월계종합사회복지관","","    ","노원구  ","139-770","서울시 노원구 초안산로 1길 51","","02-999-4211~3",""
"810","복지관","월곡종합사회복지관","","    ","성북구  ","136-130","서울시 성북구 오패산로 16길 23","","02-911-5511","http://www.bb1318.com"
"811","공연장","유니버설아트센터","Universal Arts Center","1981","광진구  ","       ","서울시 광진구 능동 25번지","","02-2204-1030","http://www.uac.co.kr/index.asp"
"812","공연연습실(대학로)","유니버설아트센터","","    ","광진구  ","143-847","서울시 광진구 천호대로 664","","070-7124-1740","http://www.ntok.go.kr"
"813","공연연습실(대학로)","유니클로악스홀","","    ","광진구  ","143-807","서울시 광진구 구천면로 20","","02-457-5114",""
"814","공연장","유니플렉스 1관","uni plex","2013","종로구  ","       ","서울시 종로구 대학로 12길 64 복합문화예술공간 유니플렉스","","02-766-2115","http://www.kayatheatre.co.kr"
"815","공연장","유니플렉스 2관","uni plex","2013","종로구  ","       ","서울시 종로구 대학로 12길 64 복합문화예술공간 유니플렉스","","02-766-2115","http://mrent.1step.co.kr/"
"818","복지관","유린원광종합사회복지관","","    ","중랑구  ","131-866","서울시 중랑구 신내로 56","","02-438-4011~2","http://www.smidong.es.kr/doum/index.jsp"
"819","공연연습실(대학로)","유림아트홀","","    ","강남구  ","135-892","서울시 강남구 압구정로28길 49","주삼빌딩 6층","02-514-9600","http://www.nanna.seoul.kr"
"820","공연장","유시어터","You Theater","1999","강남구  ","       ","서울시 강남구 청담2동 22-13","","02-3444-0651~4","http://www.utheater.co.kr/index.php"
"821","공연연습실(대학로)","유시어터","","    ","강남구  ","135-950","서울시 강남구 도산대로58길 16","","02-3444-0651","http://www.gbiwill.or.kr"
"822","전시시설","유아트스페이스","","    ","강남구  ","135-956","서울시 강남구 압구정로 71길 10","","02-544-8585","http://www.nharthall.co.kr"
"823","전시시설","유영공간","Space uooyoung","2020","성북구  ","02836  ","서울시 성북구 성북로16가길 1 (성북동)","유영공간","","http://spaceuooyoung.art"
"824","전시시설","윤갤러리","","    ","종로구  ","110-290","서울시 종로구 인사동4길 9","","02-738-1144","http://www.ewha100.com/"
"825","공연연습실(대학로)","윤당아트홀","","    ","강남구  ","135-895","서울시 강남구 언주로 844","윤당빌딩","02-546-8095~6","http://www.yonseigayang.or.kr"
"826","공연장","윤당아트홀1관","YOONDANG ARTHALL","2009","강남구  ","       ","서울시 강남구 신사동 634-10번지 윤당빌딩","","02-546-8095~6","http://www.ydart.co.kr/index.html"
"827","공연장","윤당아트홀2관","YOONDANG ARTHALL","2009","강남구  ","       ","서울시 강남구 신사동 634-10번지 윤당빌딩","","02-546-8095~6","http://www.ydart.co.kr/index.html"
"828","도서관","은천동 작은 도서관","","    ","관악구  ","151-843","서울시 관악구 봉천로 33나길 30","","02-877-1162~4",""
"829","도서관","은평구립도서관","","    ","은평구  ","122-042","서울시 은평구 통일로 78가 길 13-84","","02-385-1671~4","http://www.eplib.or.kr"
"830","공연장","은평문화예술회관","Eun-Pyeong Culture Art Center","1996","은평구  ","       ","서울시 은평구 예술의 길 67번지","","02-350-5201","http://www.theatersh.com"
"831","문예회관","은평문화예술회관","","    ","은평구  ","122-829","서울시 은평구 녹번로 16","","02-350-5222","http://www.efmc.or.kr/art"
"832","지방문화원","은평문화원","","    ","은평구  ","122-829","서울시 은평구 녹번로 16","은평문화예술회관 2층","02-383-9300~1","http://eunpyeong.kccf.or.kr/"
"833","복지관","은평종합사회복지관","","    ","은평구  ","122-872","서울시 은평구 은평터널로 48","","02-307-1181~3","http://www.eunpyeong.or.kr"
"834","청소년수련관","은평청소년수련관","","    ","은평구  ","122-913","서울시 은평구 백련산로 4길 16","","02-383-9966","http://www.woori1318.or.kr"
"835","도서관","응암정보도서관","","    ","은평구  ","122-010","서울시 은평구 가좌로7길 15","","02-308-2320~1","http://www.ealib.or.kr"
"836","복지관","이대종합사회복지관","","    ","서대문구 ","120-866","서울시 서대문구 북아현로 19길 58-21","","02-3277-3190~4",""
"837","공연장","이랑씨어터","Erang Theater","2000","종로구  ","       ","서울시 종로구 동숭동 187-12(태림빌딩 지하층)","","02-766-1717","http://erang.naool.com"
"838","공연연습실(대학로)","이랑씨어터","","    ","종로구  ","110-810","서울시 종로구 이화장길 99","","02-766-1717","http://erang.naool.com/"
"839","전시시설","이목화랑","","    ","종로구  ","110-260","서울시 종로구 북촌로 94","","02-514-8888","http://www.yeemockgallery.co.kr"
"840","전시시설","이엠아트갤러리","","    ","강남구  ","135-948","서울시 강남구 선릉로148길 27","선만빌딩 2층","02-564-1566",""
"841","공연연습실(대학로)","이영란의 감성놀이터","","    ","종로구  ","110-809","서울시 종로구 대학로8가길 52","빌리지빌딩 4층","02-721-7655",""
"842","공연연습실(대학로)","이원문화센터 ","","    ","마포구  ","121-736","서울시 마포구 마포대로 12","","02-6356-2121","http://www.ewoncc.net/"
"843","전시시설","이형아트센터","","    ","종로구  ","110-300","서울시 종로구 인사동길 34-1","인사아트프라자 4층","02-736-4806","http://www.utheater.co.kr/index.php"
"844","공연장","이화여고 100주년 기념관","EWHA 100th Memorial Hall","    ","중구   ","       ","서울시 중구 정동 32번지","","02-777-4257~8","http://www.ewha100.com/"
"845","공연연습실(대학로)","이화여고100주년기념관","","    ","중구   ","100-120","서울시 중구 정동길 26","이화여고","02-777-4257~8","http://haneol.net"
"846","전시시설","이화익갤러리","","    ","종로구  ","110-180","서울시 종로구 율곡로3길 67","","02-730-7818","http://www.uac.co.kr/index.asp"
"847","공연장","익스트림씨어터","","2008","종로구  ","       ","서울시 종로구 동숭동 1-33번지 21C빌딩 5층 껌 아트홀","","02-766-2022","http://http://www.ggumart.com"
"848","공연장","익스트림씨어터 1관","Extreme Theater -1","2012","종로구  ","       ","서울시 종로구 동숭동 1-33 21세기빌딩 5층","","070-8129-7420","http://www.totalmuseum.org"
"849","공연연습실(대학로)","익스트림씨어터 1관 ","","    ","종로구  ","110-809","서울시 종로구 대학로 128","21C빌딩 5층","070-8129-7420",""
"850","공연장","익스트림씨어터 2관","Extreme Theater -2","2012","종로구  ","       ","서울시 종로구 동숭동 1-96번지","","070-8129-7420","http://www.sorihall.com"
"851","공연연습실(대학로)","익스트림씨어터 2관 ","","    ","종로구  ","110-809","서울시 종로구 대학로10길 26","","070-8129-7420",""
"852","공연연습실(대학로)","익스트림씨어터2관","","    ","종로구  ","110-809","서울시 종로구 대학로10길 26","","070-8129-7420",""
"853","전시시설","인사갤러리","","    ","종로구  ","110-300","서울시 종로구 인사동10길 10","","02-735-2655~6",""
"854","공연장","인산아트홀(구.로빈아트홀)","Insan Art Hall","2007","강남구  ","       ","서울시 강남구 대치동 949-1 코니빌딩 지하1층","","02-569-8576","http://www.gabyun.com"
"855","공연장","인아소극장","Ina Theater","2004","종로구  ","       ","서울시 종로구 명륜2가 21-10","","02-763-2151","http://cafe.daum.net/inatheater"
"856","미술관","일민미술관","","    ","종로구  ","110-050","서울시 종로구 세종로 139","","02-2020-2060,02-2020-2050","http://www.ilmin.org"
"857","전시시설","일상예술창작센터","","    ","마포구  ","121-865","서울시 마포구 성미산로 26길 29","","02-325-8553,02-325-8515","http://www.livingnart.or.kr"
"858","도서관","자양 제4동도서관","","    ","광진구  ","143-845","서울시 광진구 뚝섬로 26길 58","","02-465-0737~8",""
"859","복지관","자양종합사회복지관","","    ","광진구  ","143-864","서울시 광진구 자양번영로 35","","02-458-1664~5","http://www.shindang.or.kr"
"860","미술관","자하미술관","","    ","종로구  ","110-819","서울시 종로구 창의문로5가길 46","","02-395-3222","http://www.zahamuseum.com"
"861","복지관","잠실종합사회복지관","","    ","송파구  ","138-861","서울시 송파구 올림픽로 12길 12","","02-423-7806~7",""
"862","복지관","장안종합사회복지관","","    ","동대문구 ","130-842","서울시 동대문구 한천로 18길 48","","02-2242-7564~6","http://www.jang-an.or.kr"
"863","복지관","장위종합사회복지관","","    ","성북구  ","136-826","서울시 성북구 한천로89길 13","","02-918-3073~5","http://www.scy.or.kr"
"864","전시시설","장은선갤러리","","    ","종로구  ","110-310","서울시 종로구 인사동10길 23-8","","02-730-3533","http://www.temf.co.kr/index.aspx"
"865","공연장","전자쌀롱 독각귀홀","jeonja salon dokkakki","2012","용산구  ","       ","서울시 용산구 한강로 3가 16-9 전자랜드 신관 광장층 34호","","070-7405-0759","http://www.ctsarthall.com"
"866","공연장","전쟁기념관 문화극장","The War Memorial of Korea- Cultural Theater&nbsp;","    ","용산구  ","       ","서울시 용산구 용산동 1가 8번지","","02-322-4111","http://www.warmemo.or.kr/main.jsp"
"867","공연장","전통연희상설극장 광화문아트홀","Gwanghwamun Art Hall","2007","종로구  ","       ","서울시 종로구 사직동 284-1","","02-722-3416",""
"868","도서관","정다운 도서관","","    ","강남구  ","135-950","서울시 강남구 학동로 67길 11","청담2문화센터 3층","02-512-9326","http://www.goodneighbors.kr/local/banghwa2"
"869","도서관","정독도서관","","    ","종로구  ","110-210","서울시 종로구 북촌로 5길 48","","02-2011-5799","http://jdlib.sen.go.kr"
"870","공연연습실(대학로)","정동 경향아트홀","","    ","중구   ","100-702","서울시 중구 정동길 3","스타식스 정동아트홀","02-2004-8000",""
"871","공연장","정동극장","Chongdong Theater","1995","중구   ","       ","서울시 중구 정동길 41(정동 8-11) (재) 정동극장","","02-751-1500","http://www.chongdong.com"
"872","공연연습실(대학로)","정동극장","","    ","중구   ","100-120","서울시 중구 정동길 43","","02-751-1500","http://www.sheratonwalkerhill.co.kr"
"873","복지관","정릉종합사회복지관","","    ","성북구  ","136-855","서울시 성북구 솔샘로5길 92","","02-909-0434~6","http://www.cgcm.go.kr"
"874","공연장","정보소극장","Joungbo Theater","1993","종로구  ","       ","서울시 종로구 동숭동 1-81 지하","","02-3673-0554","http://www.parktc.com"
"875","전시시설","제로 투 원","0 to 1","2020","마포구  ","03962  ","서울시 마포구 망원동 472-19","연암빌딩 1층","02-3144-3133",""
"876","공연장","제이에이치(JH) 아트홀","JH Art Hall","2012","종로구  ","       ","서울시 종로구 동숭동 1-50번지 2층","","070-4355-0010","http://http://www.jhplay.co.kr"
"877","전시시설","조선화랑","","    ","강남구  ","135-090","서울시 강남구 봉은사로 524","코엑스컨벤션센터 2층 110호","02-6000-5880","http://www.arthallstarcity.com"
"878","전시시설","조현화랑 청담","","    ","강남구  ","135-955","서울시 강남구 압구정로 461","네이쳐포엠 112호","02-3443-6364",""
"879","공연연습실(대학로)","종로구민회관 대강당","","    ","종로구  ","110-840","서울시 종로구 지봉로5길 7-5","","02-3672-2530","http://www.ijongno.co.kr/"
"880","도서관","종로도서관","","    ","종로구  ","110-054","서울시 종로구 사직로 9길 15-14","","02-727-0770,02-737-1707","http://jnlib.sen.go.kr"
"881","지방문화원","종로문화원","","    ","종로구  ","110-190","서울시 종로구 율곡로 5","","02-2148-4087~8","http://www.aktown.co.kr/branch/guro_11_kids.jsp"
"882","복지관","종로종합사회복지관","","    ","종로구  ","110-837","서울시 종로구 지봉로13길 82","","02-766-8282","http://www.jongno.or.kr"
"883","박물관","종이나라박물관","","    ","중구   ","100-391","서울시 중구 장충단로 166","종이나라빌딩 1,2층","02-2279-7901",""
"884","전시시설","주영갤러리","","    ","강남구  ","135-517","서울시 강남구 압구정로80길 26","노아빌딩 B1","02-543-1078",""
"885","복지관","중계종합사회복지관","","    ","노원구  ","139-793","서울시 노원구 덕릉로 662","","02-952-0333~5","http://www.chungjark.com"
"886","도서관","중곡문화체육센터도서관","","    ","광진구  ","143-900","서울시 광진구 능동로433","","02-3408-4900","http://www.e-junggulib.or.kr"
"887","복지관","중곡종합사회복지관","","    ","광진구  ","143-891","서울시 광진구 용마산로3길 62","","02-3436-4316~7","http://www.yurak.or.kr"
"888","도서관","중구구립 신당도서관","","    ","중구   ","100-831","서울시 중구 다산로38길 66-35","","02-2280-8490~1",""
"889","지방문화원","중구문화원","","    ","중구   ","100-797","서울시 중구 청계천로 86","","02-775-3001",""
"890","청소년수련관","중구청소년수련관","","    ","중구   ","100-450","서울시 중구 동호로 5길 19","","02-2250-0500","http://www.haeorm.co.kr"
"891","도서관","중랑구립 면목정보도서관","","    ","중랑구  ","131-818","서울시 중랑구 면목로 397","","02-432-4123","http://www.MDtheater.or.kr/"
"892","도서관","중랑구립정보도서관","","    ","중랑구  ","131-846","서울시 중랑구 신내로15길 197","","02-490-9114","http://www.haechihall.net"
"893","공연장","중랑구민회관","Jungnang-Gu Hall","2003","중랑구  ","       ","서울시 중랑구 면목4동 378-5","","02-2207-6130","http://www.kdbt.net"
"894","공연연습실(대학로)","중랑구민회관","","    ","중랑구  ","131-830","서울시 중랑구 용마산로 215","","02-2207-6130","http://www.dobongsiseol.or.kr/index_sport.html"
"895","지방문화원","중랑문화원","","    ","중랑구  ","131-830","서울시 중랑구 면목로 238","중랑구민회관3층","02-492-0066~7","http://www.art-block.co.kr"
"896","청소년수련관","중랑청소년수련관","","    ","중랑구  ","131-839","서울시 중랑구 용마산로 217","","02-490-0216",""
"897","공연연습실(대학로)","중앙대학교아트센터","","    ","동작구  ","156-756","서울시 동작구 흑석로 84","중앙대학교 중앙문화예술회관","02-820-6475,02-820-6430","http://artcenter.cau.ac.kr/"
"898","복지관","중앙사회복지관","","    ","관악구  ","151-823","서울시 관악구 봉천로 41길 33","","02-872-5802","http://www.pkmgallery.com"
"899","전시시설","쥴리아나갤러리","","    ","강남구  ","135-954","서울시 강남구 선릉로162길 25","","02-514-4266~7",""
"900","박물관","지구촌 민속교육박물관","","    ","중구   ","100-873","서울시 중구 소파로 46","교육연구정보원 2,3 층","02-3111-210","http://gumin.seocho.go.kr"
"901","공연장","지즐소극장","Stage Hwanhui","2007","종로구  ","       ","서울시 종로구 명륜2가 8-16","","02-743-1974",""
"902","공연연습실(대학로)","지즐소극장 ","","    ","종로구  ","110-522","서울시 종로구 성균관로4길 42","지하","02-743-1974",""
"903","전시시설","진화랑.진아트센터","","    ","종로구  ","110-040","서울시 종로구 효자로 25","","02-738-7570","http://www.wooripp.co.kr"
"904","공연연습실(대학로)","창덕궁 소극장","","    ","종로구  ","110-360","서울시 종로구 돈화문로 94","동원빌딩 101호","02-742-7273",""
"905","공연장","창동문화체육센터","Changdong Sports Culture Complex","2005","도봉구  ","       ","서울시 도봉구 창4동 1-6","","02-901-5216,02-901-5225","http://www.dobongsiseol.or.kr/index_sport.html"
"906","복지관","창동종합사회복지관","","    ","도봉구  ","132-911","서울시 도봉구 덕릉로 329","","02-993-3222","http://www.changdong21.or.kr"
"907","청소년수련관","창동청소년문화의집","","    ","도봉구  ","132-043","서울시 도봉구 덕릉로 62길 89","","02-908-0922~4","http://www.dazzl.or.kr"
"908","청소년수련관","창동청소년수련관","","    ","도봉구  ","132-898","서울시 도봉구 노해로 69길 132","","02-904-0924","http://www.cdyouth.or.kr"
"909","공연장","천공의 성","theatre SUNG in the sky","2010","종로구  ","       ","서울시 종로구 명륜1가 33-72 지하 1층","","02-747-4288","http://www.sunginthesky.com"
"910","박물관","청계천문화관","","    ","성동구  ","133-814","서울시 성동구 청계천로 530","","02-2286-3410","http://www.sdmljalib.or.kr"
"911","복지관","청담종합사회복지관","","    ","금천구  ","153-842","서울시 금천구 금하로 29길 36","","02-806-1376-7","http://www.bibap.co.kr"
"912","공연장","청소년 협력종합예술활동 교육장 채움","Training Center for Collaborative Arts Activities for Youth","2018","도봉구  ","01301  ","서울시 도봉구 도봉로 955 (도봉동, 도봉산역 광역환승센타)","1층 채움","02-3491-2312","http://blog.naver.com/dobong_art"
"913","청소년수련관","청소년미디어센터","","    ","용산구  ","140-807","서울시 용산구 한강대로 255","","02-795-8000","http://www.ssro.net"
"914","청소년수련관","청소년상담복지센터","","    ","중구   ","100-230","서울시 중구 을지로 11길 23","","02-2285-1318","http://arthall.ydp.go.kr"
"915","청소년수련관","청소년성문화센터","","    ","영등포구 ","150-037","서울시 영등포구 영신로 200","","02-2677-9220","http://www.ahacenter.kr"
"916","청소년수련관","청소년직업체험센터","","    ","영등포구 ","150-037","서울시 영등포구 영신로 200","","02-2677-9200","http://www.haja.net"
"917","청소년수련관","청소년활동진흥센터","","    ","동작구  ","156-010","서울시 동작구 여의대방로 20길 33","","02-849-0404~5","http://www.sy0404.or.kr/"
"918","공연장","청운예술극장","Chungwoon art theatre","2004","종로구  ","       ","서울시 종로구 연건동 178-1 동마루빌딩 4층","","02-764-7606","http://www.globe.or.kr"
"919","공연연습실(대학로)","청운예술극장","","    ","종로구  ","110-460","서울시 종로구 대학로 60","4층","02-764-7606",""
"920","전시시설","청작화랑","","    ","강남구  ","135-890","서울시 강남구 논현로175길 63","호창빌딩","02-549-3112","http://www.nanta.co.kr"
"921","도서관","청파도서관","","    ","용산구  ","140-140","서울시 용산구 청파로93길 27","","02-714-3931","http://www.cheongpalib.or.kr"
"922","전시시설","청화랑","","    ","강남구  ","135-100","서울시 강남구 삼성로 147길 4","","02-543-1663",""
"923","공연장","최일화스튜디오","Cho il hwa studio","2012","종로구  ","       ","서울시 종로구 이화동 28-18 B1","","","http://www.dyarthall.co.kr"
"924","공연연습실(대학로)","추계예술대학교 추계콘서트홀","","    ","서대문구 ","120-763","서울시 서대문구 북아현로11가길 7","","02-393-1671","http://www.pyunghwa.or.kr"
"925","공연연습실(대학로)","충무아트홀","","    ","중구   ","100-880","서울시 중구 퇴계로 387","","02-2230-6601",""
"926","공연장","충무아트홀 대극장","Chungmu Art Hall - Grand Theater","2005","중구   ","       ","서울시 중구 흥인동 131번지 충무아트홀","","02-2230-6600","http://www.cmah.or.kr"
"927","공연장","충무아트홀 소극장블루","Chungmu Art Hall - Small Theater Blue","2005","중구   ","       ","서울시 중구 흥인동 131번지 충무아트홀","","02-2230-6600","http://www.cmah.or.kr"
"928","공연장","충무아트홀 중극장블랙","Chungmu Art Hall - Midium Theater Black","2005","중구   ","       ","서울시 중구 흥인동 131번지 충무아트홀","","02-2230-6600","http://www.cmah.or.kr"
"929","미술관","치우금속공예관","","    ","서초구  ","137-901","서울시 서초구 중앙로 555","","02-578-6663","http://www.gallerylvs.org/"
"930","전시시설","카이노스갤러리","","    ","강남구  ","135-975","서울시 강남구 봉은사로 524","코엑스 인터컨티넨탈 호텔 B2 C-10호","02-538-1466","http://www.theateryong.or.kr"
"931","전시시설","카이스갤러리","","    ","강남구  ","135-100","서울시 강남구 압구정로80길 17","","02-511-0668","http://www.ghmarthall.co.kr"
"932","전시시설","커뮤니티디자인연구소","","    ","종로구  ","110-210","서울시 종로구 북촌로5나길 3-16","","02-730-2058","http://www.artistan.co.kr"
"933","공연장","컬투홀","","2006","종로구  ","       ","서울시 종로구 혜화동 179-4","","",""
"934","공연연습실(대학로)","컬투홀","","    ","종로구  ","110-809","서울시 종로구 대학로 128","5층","02-743-2468","http://www.cult2.com/cult_hall.php?inc=introduction"
"935","미술관","코리아나미술관","","    ","강남구  ","135-895","서울시 강남구 언주로 827","","02-547-9177","http://www.gwanakcullib.seoul.kr"
"936","공연장","코엑스 오디토리움 대극장","COEX Auditorium Theater","    ","강남구  ","       ","서울시 강남구 삼성동 무역센터 코엑스 신관 3층","","02-6000-0114","http://www.coextheaters.com/kor/main.asp"
"937","공연장","코엑스아트홀","Coex Art Hall","    ","강남구  ","       ","서울시 강남구 삼성동 159번지 코엑스본관 2층","","02-6000-6790,02-6000-0114","http://www.coex.co.kr/"
"938","공연연습실(대학로)","코엑스아트홀","","    ","강남구  ","135-975","서울시 강남구 봉은사로 524","코엑스 본관 2층","02-1588-5212","http://www.gayang7.or.kr"
"939","공연장","코우스(한국문화의 집)","KOUS","2003","강남구  ","       ","서울시 강남구 대치동 944-22번지","","02-3011-1720","http://www.kous.or.kr/kous"
"940","공연장","콘텐츠문화광장","Multi Content Testbed","2017","동대문구 ","02456  ","서울시 동대문구 회기로 66 (청량리동, 한국과학기술정보연구원)","콘텐츠문화광장","02-6310-0626","http://testbed.kocca.kr"
"941","공연장","콘텐츠문화광장","MULTI CONTENT TESTBED","2017","동대문구 ","02456  ","서울시 동대문구 회기로 66 (청량리동, 한국과학기술정보연구원, 한국콘텐츠진흥원)","KOCCA 콘텐츠문화광장","02-6310-0776","http://testbed.kocca.kr"
"942","미술관","콜론비 아츠 갤러리","Colon B Arts Gallery","2017","종로구  ","03194  ","서울시 종로구 청계천로 159 (장사동, 세운상가)","나다434호","070-4222-4986","https://www.colonbarts.com"
"943","공연연습실(대학로)","키득키득아트홀","","    ","종로구  ","110-809","서울시 종로구 동숭길 68","","02-3673-1590",""
"944","공연장","키득키득아트홀(구,루나틱아트홀)","","2004","종로구  ","       ","서울시 종로구 동숭동 1-150번지","","",""
"945","공연장","키작은소나무","","2009","종로구  ","       ","서울시 종로구 혜화동 37-1","","02-765-8880",""
"946","공연연습실(대학로)","탑아트홀","","    ","종로구  ","110-809","서울시 종로구 동숭길 72","","02-747-7407",""
"947","복지관","태화기독교사회복지관","","    ","강남구  ","135-886","서울시 강남구 광평로 185","","02-2040-1600","http://www.shelter.or.kr"
