시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,Latitude,Longitude,정원(수용인원),현인원,전화번호,우편번호
강남가정요양원3,G4593,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,한광택,1154500000,금천구,"서울특별시 금천구 독산로 290, 3층 (독산동)",37.472624,126.9034292,9,7,28389992,8554
신상도요양원,G4652,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박혜순,1159000000,동작구,서울특별시 동작구 양녕로20길 108 (상도동),37.4970186,126.9451821,9,9,02-821-9777,7038
소망요양원1,G4738,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김연,1153000000,구로구,"서울특별시 구로구 구로동로28길 87, 2층 (구로동)",37.491643,126.8887101,9,,28669191,8306
소망요양원2,G4739,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이계진,1153000000,구로구,"서울특별시 구로구 구로동로28길 87, 2층 (구로동)",37.491643,126.8887101,9,,02-866-9192,8306
늘푸른요양원,G4758,(노인) 노인요양시설,노인의료복지시설,자치구,남정애,1150000000,강서구,"서울특별시 강서구 수명로 80, 6층, 7층 (내발산동, 베스트프라자)",37.5532267,126.8263944,23,23,226675500,7635
우리엄마요양원 2호점,G4798,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김정은,1129000000,성북구,"서울특별시 성북구 보문로123, 4, 2층 (보문동2가)",37.5857569,127.0182315,9,9,29213002,2871
성모요양원,G4819,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,서민정,1135000000,노원구,"서울특별시 노원구 노원로 479, 3층 (상계동)",37.6588594,127.0645709,9,9,29513004,1691
실버빌요양원,G4842,(노인) 노인요양시설,노인의료복지시설,자치구,김재겸,1132000000,도봉구,서울특별시 도봉구 노해로277 (창동),37.6518257,127.0389571,78,,29955858,1428
KB골든라이프케어 위례 빌리지,G4859,(노인) 노인요양시설,노인의료복지시설,자치구,곽혜련,1171000000,송파구,서울특별시 송파구 위례광장로 220 (장지동),37.4809028,127.1439335,130,130,264124820,5849
사랑채요양원,G4960,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고재희,1126000000,중랑구,"서울특별시 중랑구 면목로 220, 2층 (면목동, 학림빌딩)",37.5725606,127.0841057,9,9,260819776,2255
늘푸른 소망요양원,G4983,(노인) 노인요양시설,노인의료복지시설,자치구,이영란,1147000000,양천구,"서울특별시 양천구 지양로 29, 2,3,4층 (신월동, 오윤빌딩)",37.5188974,126.8365205,70,70,226975387,8042
참존vip요양원,G5001,(노인) 노인요양시설,노인의료복지시설,자치구,유명철,1132000000,도봉구,"서울특별시 도봉구 도봉로136가길 4, 4층 (창동, 창동리더스빌딩)",37.6588415,127.0414794,22,21,29968007,1401
(A )강동포도나무요양원 2호점,G5041,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김심명,1174000000,강동구,"서울특별시 강동구 상암로 195, 2층 203호 (명일동)",37.5471671,127.1547586,8,8,24276888,5295
(A )강동포도나무요양원 1호점,G5042,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍미경,1174000000,강동구,"서울특별시 강동구 상암로 195, 2층 201호 (명일동)",37.5473105,127.1547656,9,9,24276888,5295
강동천호실버센터1호,G5045,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이유경,1174000000,강동구,"서울특별시 강동구 올림픽로664, 3층 331호 (천호동, 대우 한강 베네시티)",37.5406102,127.1249224,9,9,24830707,5328
강동천호실버센터2호,G5047,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최지연,1174000000,강동구,"서울특별시 강동구 올림픽로 664, 3층 332호 (천호동, 대우 한강 베네시티)",37.5406102,127.1249224,9,9,24830707,5328
늘봄요양원,G5049,(노인) 노인요양시설,노인의료복지시설,자치구,문덕흥,1135000000,노원구,"서울특별시 노원구 한글비석로47길 58, 2층 (상계동)",37.6616583,127.0665783,9,9,29358889,1679
은평실버랜드요양원,G5167,(노인) 노인요양시설,노인의료복지시설,자치구,강대근,1138000000,은평구,서울특별시 은평구 연서로21길27-20 (갈현동),37.6150695,126.9142468,34,34,28923388,3335
평화요양원,G5189,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이지택,1123000000,동대문구,"서울특별시 동대문구 제기로 72, 3층 (제기동)",37.5864205,127.0410612,9,9,29653975,2480
당신의 의자 요양원,G5223,(노인) 노인요양시설,노인의료복지시설,자치구,전정순,1162000000,관악구,서울특별시 관악구 난곡로10길 10 (신림동),37.4651809,126.9201686,26,25,28645400,8860
성산100세노인요양공동생활가정 2관,G5338,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정정희,1141000000,서대문구,서울특별시 서대문구 증가로 55 (연희동),37.5726564,126.9285388,9,5,269569961,3702
강변케어센터,G5350,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이유진,1121500000,광진구,"서울특별시 광진구 구의강변로 35, 6층 (구의동)",37.5339188,127.0913051,9,9,264057118,5115
강변케어센터2,G5351,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,심대유,1121500000,광진구,"서울특별시 광진구 구의강변로 35, 6층 (구의동)",37.5339188,127.0913051,9,9,264057118,5115
기쁨과나눔노인요양원,G5402,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조병석,1132000000,도봉구,"서울특별시 도봉구 도봉로137길 48, 2층 (쌍문동)",37.661172,127.0401209,9,9,29003481,1391
기쁨과나눔노인요양원2호점,G5403,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,오두영,1132000000,도봉구,"서울특별시 도봉구 도봉로137길 48, 2층 (쌍문동)",37.661172,127.0401209,9,9,29003482,1391
이삭요양원,G5409,(노인) 노인요양시설,노인의료복지시설,자치구,백남옥,1154500000,금천구,서울특별시 금천구 시흥대로 214 (시흥동),37.4530549,126.9017192,23,23,02-806-9978,8628
북부성모요양원,G5453,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김지수,1130500000,강북구,"서울특별시 강북구 한천로 1152 (수유동, 수유빌딩 3층)",37.6469657,127.0174053,7,,29926629,1046
A플러스노아재활요양원,G5487,(노인) 노인요양시설,노인의료복지시설,자치구,김세용,1132000000,도봉구,"서울특별시 도봉구 마들로 649-20, 6층 (방학동, 메인프라자)",37.6683478,127.0448269,29,,29437773,1332
미소지움요양원,G5531,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박현정,1123000000,동대문구,"서울특별시 동대문구 한천로37길 19, 3층 (답십리동, 창승빌딩)",37.5762414,127.066231,9,9,222441654,2535
난향요양원1,G5561,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김정은,1162000000,관악구,"서울특별시 관악구 남부순환로 1470, 3층 (신림동)",37.4813718,126.9138745,9,,28666028,8771
난향요양원2,G5562,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,문제숙,1162000000,관악구,"서울특별시 관악구 남부순환로 1470, 4층 (신림동)",37.4813718,126.9138745,9,,28666028,8771
강이보이는요양원,G5713,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강요섭,1153000000,구로구,"서울특별시 구로구 개봉로 4, 5층 (개봉동)",37.4861029,126.8567954,7,,226868291,8334
노블레스요양원2,G5731,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김제선,1121500000,광진구,"서울특별시 광진구 용마산로 105, 2층 (중곡동)",37.5630421,127.0867347,9,,24580268,4935
어버이사랑노인의료실버타운,G5846,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이의인,1156000000,영등포구,"서울특별시 영등포구 도림로 323, 2층 203, 205호 (신길동, 건영상가)",37.5057433,126.9012888,8,,28480014,7380
워커힐케어센터1,G5847,(노인) 노인요양시설,노인의료복지시설,자치구,문혜진,1121500000,광진구,"서울특별시 광진구 아차산로 634, 6, 7층 (광장동, 대오빌딩)",37.5489219,127.1083668,78,,24477118,4969
워커힐케어센터2,G5849,(노인) 노인요양시설,노인의료복지시설,자치구,이미안,1121500000,광진구,"서울특별시 광진구 아차산로 634, 5층 (광장동, 대오빌딩)",37.5489219,127.1083668,39,,24477115,4969
은빛요양원1,G5882,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이미자,1162000000,관악구,"서울특별시 관악구 신림로 134, 4층 (신림동, 오성빌딩)",37.4716525,126.934819,9,,28888833,8838
은빛요양원Ⅱ,G5883,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이연수,1162000000,관악구,"서울특별시 관악구 신림로 134, 5층 (신림동, 오성빌딩)",37.4716525,126.934819,9,,28888833,8838
노블레스요양원1,G5923,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍정화,1121500000,광진구,"서울특별시 광진구 용마산로 105, 3층 (중곡동, 광진빌딩)",37.5630421,127.0867347,9,,24560268,4935
노블레스요양원,G5963,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김경은,1135000000,노원구,"서울특별시 노원구 노원로 479, 2층 (상계동)",37.6588594,127.0645709,9,9,29304329,1691
신림요양원2,G6034,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박경희,1162000000,관악구,"서울특별시 관악구 난곡로 272, 3층 (신림동)",37.4783831,126.9153688,9,,28575882,8772
어버이사랑노인의료복지센터1,G6075,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강혜원,1156000000,영등포구,"서울특별시 영등포구 도림로 318, 4층 (신길동)",37.5059632,126.9022625,9,,28323355,7382
어버이사랑노인의료복지센터2,G6077,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현주,1156000000,영등포구,"서울특별시 영등포구 도림로 318, 5층 (신길동)",37.5059632,126.9022625,9,,28323355,7382
조은노인요양센터,G6129,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정명자,1126000000,중랑구,"서울특별시 중랑구 상봉로 7, 3층 (면목동, 서일타운)",37.5865871,127.0943422,9,,24322766,2203
골든시니어케어센터,G6178,(노인) 노인요양시설,노인의료복지시설,자치구,김정민,1126000000,중랑구,서울특별시 중랑구 동일로 917-4 (묵동),37.6124131,127.0768839,94,,29733335,2005
강북하루정요양원,G6286,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김순재,1130500000,강북구,"서울특별시 강북구 삼양로 433, 5층 (수유동)",37.6421653,127.0162809,9,,29071235,1034
굿모닝요양원2호점,G6357,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김순철,1132000000,도봉구,"서울특별시 도봉구 도봉로 765, 4층 (도봉동)",37.6726545,127.0437237,9,,29551355,1310
굿모닝요양원,G6361,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최도희,1132000000,도봉구,"서울특별시 도봉구 도봉로 765, 2층 (도봉동)",37.6726545,127.0437237,9,,29561357,1310
실비아요양원,G6403,(노인) 노인요양시설,노인의료복지시설,자치구,채봉석,1138000000,은평구,"서울특별시 은평구 증산로15길 35-8, 상가11동 (신사동, 101,201,301호)",37.5894978,126.9077785,49,36,23037001,3447
관악실버케어,G6409,(노인) 노인요양시설,노인의료복지시설,자치구,김상희,1162000000,관악구,서울특별시 관악구 대학18길 34-7 (신림동),37.4645664,126.9362928,17,,28753114,8820
명지요양원,G6420,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김정희,1162000000,관악구,"서울특별시 관악구 난곡로 316, 6층 (신림동, 진성타워)",37.4821979,126.9147338,9,,28623090,8761
보라매요양원,G6439,(노인) 노인요양시설,노인의료복지시설,자치구,윤기훈,1153000000,구로구,"서울특별시 구로구 목동남로 32 (고척동, 보광빌딩 (B1, 3,4,6,7층))",37.5079662,126.8636101,49,,02-2060-1000,8218
A 평화요양원,G6587,(노인) 노인요양시설,노인의료복지시설,자치구,노귀남,1126000000,중랑구,서울특별시 중랑구 중랑천로52 (면목동),37.5898512,127.0736183,23,,24337448,2127
사랑요양원,G6668,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강혜란,1126000000,중랑구,서울특별시 중랑구 용마산로 494 (망우동),37.5973668,127.0955186,9,,222093311,2182
메디치피아요양센터,G6698,(노인) 노인요양시설,노인의료복지시설,자치구,이남희,1153000000,구로구,서울특별시 구로구 중앙로 10-15 (고척동),37.4999954,126.8657316,168,,02-2067-1888,8223
다원실버요양원,G6700,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,나윤호,1153000000,구로구,"서울특별시 구로구 오리로 1289, 2층 (궁동)",37.4965464,126.8293777,9,,226898789,8257
중랑삼성 요양원,G6874,(노인) 노인요양시설,노인의료복지시설,자치구,이해경,1126000000,중랑구,서울특별시 중랑구 동일로91가길 27 (면목동),37.5843166,127.0788074,25,,24939898,2232
나눔요양원,G6877,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이상철,1162000000,관악구,"서울특별시 관악구 남부순환로 1468, 4층 (신림동)",37.4813449,126.9137297,9,,28626757,8771
강북중앙요양원,G7025,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안순자,1130500000,강북구,"서울특별시 강북구 도봉로 243, 3층 (미아동)",37.6301319,127.0242989,9,,29971388,1118
성창요양원,G7039,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김용자,1123000000,동대문구,"서울특별시 동대문구 한천로37길23, 4층 (답십리동)",37.576305,127.0661847,9,8,233946318,2535
보은노인요양공동생활가정,G7238,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김태인,1123000000,동대문구,"서울특별시 동대문구 한천로 213, 4층 (전농동)",37.579944,127.0681163,9,7,233904084,2509
서울케어링하우스,G7414,(노인) 노인요양시설,노인의료복지시설,자치구,정재영,1174000000,강동구,서울특별시 강동구 올림픽로 831 (암사동),37.5551662,127.1289848,29,7,264289088,5239
하루정요양센터,G7479,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이승희,1132000000,도봉구,"서울특별시 도봉구 해등로17길 42, 4층 (쌍문동)",37.6553171,127.0376076,7,,29027712,1432
우리집요양원,G7638,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,윤현승,1123000000,동대문구,"서울특별시 동대문구 제기로 72, 2층 (제기동)",37.5864205,127.0410612,9,9,29653972,2480
삼연요양원,G7720,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현자,1126000000,중랑구,"서울특별시 중랑구 봉우재로 79, 5층 (상봉동)",37.5919606,127.0819664,9,,24357875,2139
존엄케어노인전문요양원,G8029,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김길수,1126000000,중랑구,"서울특별시 중랑구 용마산로51길 1, 2층 (면목동)",37.5785657,127.0908726,9,,02-491-0174,2249
사랑가득요양원1호,G8040,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박찬형,1138000000,은평구,"서울특별시 은평구 수색로14길 5-3, 5층 (수색동)",37.5819111,126.8966758,9,,23051868,3502
사랑가득요양원2호,G8041,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안명자,1138000000,은평구,"서울특별시 은평구 수색로14길 5-3, 6층 (수색동)",37.5819111,126.8966758,9,,23051868,3502
참햇살요양원,G8069,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최명숙,1130500000,강북구,"서울특별시 강북구 도봉로403, 2층 (수유동)",37.6425411,127.030076,9,,29003879,1055
햇살요양원,G8082,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전은주,1130500000,강북구,"서울특별시 강북구 도봉로 403, 3층 (수유동)",37.6425411,127.030076,9,,29003878,1055
늘푸른요양원,G8126,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안은주,1129000000,성북구,서울특별시 성북구 장월로1길60 (상월곡동),37.6060655,127.0448531,,,29152556,2748
섬기는 실버하우스 요양원,G8170,(노인) 노인요양시설,노인의료복지시설,자치구,이명애,1154500000,금천구,"서울특별시 금천구 시흥대로 214, 11층 (시흥동)",37.4530549,126.9017192,23,,28910110,8628
성북힐요양원,G8273,(노인) 노인요양시설,노인의료복지시설,자치구,윤민정,1129000000,성북구,서울특별시 성북구 성북로31가길 21 (성북동),37.5953915,126.9887313,,,236755878,2878
서울조은요양원,G8421,(노인) 노인요양시설,노인의료복지시설,자치구,김영숙,1154500000,금천구,"서울특별시 금천구 시흥대로152길 11-43, 2층 (독산동)",37.4785694,126.9005376,48,,28300101,8536
백영실버스테이,G9172,(노인) 노인요양시설,노인의료복지시설,자치구,김재영,1150000000,강서구,"서울특별시 강서구 금낭화로135, 7층 701호 (방화동, 금강프라자)",37.5775014,126.8124826,45,,226636090,7510
서울실버케어노인요양원,J0497,(노인) 노인요양시설,노인의료복지시설,자치구,김정분,1135000000,노원구,"서울특별시 노원구 한글비석로44길 312층,3층 (상계동)",37.6644759,127.0706586,45,45,29314450,1666
동우너싱홈,J1296,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이해성,1126000000,중랑구,서울특별시 중랑구 망우로 422 ,37.5992364,127.0989868,9,9,24355428,2164
베스트그린요양원1호점,J2235,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김영일,1126000000,중랑구,서울특별시 중랑구 동일로 789그린프라자 6층,37.6009289,127.0792309,9,9,24381601,2102
은평효실버요양원,J2247,(노인) 노인요양시설,노인의료복지시설,자치구,박찬식,1138000000,은평구,서울특별시 은평구 연서로 17(역촌동),37.6056596,126.9216362,22,21,23831001,3421
두레노인요양원,J2254,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이병기,1126000000,중랑구,서울특별시 중랑구 신내로 45해성빌딩 701호,37.6031734,127.0954775,9,9,222077500,2085
송파그린요양원,J3203,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김광섭,1171000000,송파구,서울특별시 송파구 성내천로 208신안빌딩 3층,37.5002257,127.1509478,9,9,24084070,5753
장생시니어타운,J4003,(노인) 노인요양시설,노인의료복지시설,자치구,손숙영,1165000000,서초구,서울특별시 서초구 강남대로89길 10 (반포동 707-9),37.5095961,127.0212074,45,45,25499331,6535
행복드림요양원,J5102,(노인) 노인요양시설,노인의료복지시설,자치구,김성자,1132000000,도봉구,서울특별시 도봉구 도봉로154길 23신성빌딩 3층,37.6715384,127.0454389,25,25,29008329,1328
은빛노인요양공동생활가정2,J5152,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강정순,1171000000,송파구,서울특별시 송파구 거마로 99,37.5016345,127.1480287,9,9,24021005,138817
워커힐실버타운,J6228,(노인) 노인요양시설,노인의료복지시설,자치구,김현정,1121500000,광진구,서울특별시 광진구 워커힐로 93 (구의동),37.5508019,127.0976391,122,122,02-446-8911,4958
노원사랑요양원4,J6599,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김은화,1135000000,노원구,서울특별시 노원구 동일로174길 44202호,37.6193166,127.0767308,9,9,29772497,1849
효담요양원,J6871,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장현아,1147000000,양천구,서울특별시 양천구 오목로 624층 (신월동),37.5238539,126.8584224,7,7,226951903,8028
포도나무실버타운4호점,J6872,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,현나영,1171000000,송파구,서울특별시 송파구 가락로 25층,37.4986983,127.0992303,7,7,24201286,5693
포도나무실버타운3호점,J6874,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,남명숙,1171000000,송파구,서울특별시 송파구 가락로 25층,37.4986983,127.0992303,9,9,02-413-1147,5693
명성노인복지센터,J7298,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,노희선,1129000000,성북구,서울특별시 성북구 보국문로4길 8,37.605219,127.0119049,9,10,02-915-2335,2718
광진원광실버센터,J7702,(노인) 노인요양시설,노인의료복지시설,자치구,박서미,1121500000,광진구,서울특별시 광진구 아차산로63길 35 (구의동),37.5509681,127.0959533,15,15,7070119132,5036
늘푸른요양원,J7851,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박순자,1126000000,중랑구,서울특별시 중랑구 용마산로 488유진빌딩 4층,37.5944742,127.099867,9,9,29720410,2182
예덕효요양원,J7864,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정광호,1147000000,양천구,"서울특별시 양천구 중앙로232, 3층 (신정동)",37.5173313,126.854462,9,9,226479620,8091
정다운요양원,J7968,(노인) 노인요양시설,노인의료복지시설,자치구,한미경,1147000000,양천구,서울특별시 양천구 오목로 208 (신정동),37.5254128,126.8605606,36,29,02-2603-6566,8021
두레노인요양원B,J8201,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현정,1126000000,중랑구,서울특별시 중랑구 신내로 45해성빌딩 6층,37.6031734,127.0954775,9,9,28690675,2085
벧엘의집 요양원2,J8417,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박종성,1162000000,관악구,"서울특별시 관악구 미성동96, 2층 (신림동, 미성빌딩)",37.4774057,126.9143671,9,9,28564382,151906
서울숲재활요양원,J8430,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신미희,1120000000,성동구,서울특별시 성동구 뚝섬로 401-23층 (성수동2가),37.5389462,127.0553683,9,9,02-2293-7227,4784
번동노인요양원,J8607,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김명화,1130500000,강북구,"서울특별시 강북구 한천로105길24, 202동 2층 (번동)",37.6265676,127.0453405,9,9,29876827,1229
성신노인요양원,J8676,(노인) 노인요양시설,노인의료복지시설,자치구,권장혁,1129000000,성북구,서울특별시 성북구 동소문로13나길 110 (동소문동7가),37.596201,127.015039,49,23,29298538,2830
늘편한요양센터,J8710,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최동혁,1174000000,강동구,"서울특별시 강동구 구천면로318, 4층 (천호동)",37.5477698,127.1353914,9,9,02)475-3035,5309
구립중구노인요양센터,J8714,(노인) 노인요양시설,노인의료복지시설,자치구,전미애,1114000000,중구,서울특별시 중구 필동로 96 (장충동2가),37.5533884,126.9968191,60,60,222773456,4622
송파그린요양원2,J8840,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김희주,1171000000,송파구,서울특별시 송파구 성내천로 208신안빌딩 2층,37.5002257,127.1509478,9,9,24084070,5753
연희시니어스,J8879,(노인) 노인요양시설,노인의료복지시설,자치구,김현주,1141000000,서대문구,서울특별시 서대문구 연희로31길 8-7 (연희동),37.5763672,126.9347767,49,49,23220072,3696
행복요양원3,J8900,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김다원,1153000000,구로구,서울특별시 구로구 경인로23길 86층 (오류동)(오류동),37.4899852,126.8250475,8,8,236665511,8268
행복요양원2,J8901,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임문선,1153000000,구로구,서울특별시 구로구 경인로23길 86층 (오류동)(오류동),37.4899852,126.8250475,9,9,236665511,8268
써니요양원,J8913,(노인) 노인요양시설,노인의료복지시설,자치구,김정훈,1138000000,은평구,서울특별시 은평구 증산로15길 26 (신사동),37.5980133,126.9125218,38,35,23052385,3448
동그라미요양센터1호점,J9361,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박동균,1132000000,도봉구,"서울특별시 도봉구 쌍문동103, 4층 (쌍문동, 춘광빌딩)",37.6584998,127.039113,9,,29897582,132030
황금나무너싱홈,J9465,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김소연,1174000000,강동구,"서울특별시 강동구 고덕로27길33-27, 101호 (암사동)",37.5561512,127.1371329,9,9,24289987,134600
명지요양센터,J9480,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이병란,1162000000,관악구,"서울특별시 관악구 난곡로316, 6층 (신림동, 진성타워(신사동))",37.4821979,126.9147338,9,9,28780890,8761
동부실버케어요양원,J9485,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김누리,1121500000,광진구,서울특별시 광진구 자양번영로 343층 (자양동),37.5340871,127.0760397,9,9,24446188,5098
대한연세요양원,J9547,(노인) 노인요양시설,노인의료복지시설,자치구,정화철,1174000000,강동구,서울특별시 강동구 고덕로 421 (강일동),37.5574173,127.1725521,132,129,24261000,5217
우리요양원,J9944,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박도연,1154500000,금천구,"서울특별시 금천구 시흥대로 426-0426, 영진빌딩 7층(독산동)",37.4715872,126.8987912,9,9,02-859-6690,8545
너싱홈돌봄과간호2,M0008,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정숙이,1135000000,노원구,서울특별시 노원구 동일로 1550고려프라자 601호,37.6669174,127.0575806,9,9,29313657,1674
너싱홈돌봄과간호1,M0009,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,채미애,1135000000,노원구,서울특별시 노원구 동일로 1550고려프라자 604호,37.6669174,127.0575806,9,9,29313657,1674
참존요양원,M0089,(노인) 노인요양시설,노인의료복지시설,자치구,김미경,1132000000,도봉구,서울특별시 도봉구 도봉로136가길4창동리더스빌딩6층,37.6588415,127.0414794,48,,29968004,1401
흰돌장기요양센터3호점,M0345,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김희순,1174000000,강동구,"서울특별시 강동구 구천면로323, 5층 (암사동, 개나리프라자)",37.5484062,127.1354093,9,9,24816562,5265
흰돌장기요양센터2호점,M0346,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강미숙,1174000000,강동구,"서울특별시 강동구 구천면로323, 6층 (암사동, 개나리프라자)",37.5484062,127.1354093,9,9,24816562,5265
강북실버종합복지센터,M0394,(노인) 노인요양시설,노인의료복지시설,자치구,전명우,1130500000,강북구,서울특별시 강북구 오패산로 290 (미아동),37.627132,127.0297621,112,112,02-984-0300,1141
노원요양복지원,M0414,(노인) 노인요양시설,노인의료복지시설,자치구,동인봉,1135000000,노원구,서울특별시 노원구 노원로 464 (상계동),37.6578881,127.0662663,45,43,29380001,1684
동그라미요양센터2호점,M0416,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조양희,1132000000,도봉구,"서울특별시 도봉구 쌍문동103, 3층 (쌍문동, 춘광빌딩)",37.6584998,127.039113,9,9,29897582,1448
은빛노인요양공동생활가정3,M0428,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강정숙,1171000000,송파구,"서울특별시 송파구 거마로 991, 6층",37.4971916,127.1471468,9,9,24021005,5732
수실버노인요양센터,M0432,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유지원,1171000000,송파구,"서울특별시 송파구 성내천로212, 4층 (마천동)",37.5000191,127.15114,9,9,02-448-8400,5752
케어콜실버센터,M0455,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정명주,1150000000,강서구,서울특별시 강서구 강서로5나길 745층,37.5283981,126.8436007,9,9,226928888,7776
희망요양원,M0479,(노인) 노인요양시설,노인의료복지시설,자치구,장효선,1132000000,도봉구,서울특별시 도봉구 덕릉로59길 20 (창동),37.6407811,127.0385054,28,28,29022626,1469
에덴요양원,M0492,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박영란,1162000000,관악구,"서울특별시 관악구 조원로16길33, 4층 401호 (신림동, 중앙빌딩)",37.4826965,126.9113748,9,9,28664801,8767
서울여자간호대학교 휴먼캐슬,M0498,(노인) 노인요양시설,노인의료복지시설,자치구,유무형,1111000000,종로구,서울특별시 종로구 평창길 318 (평창동),37.6139974,126.9772207,38,38,070-4919-7057,3004
요안나요양원,M0574,(노인) 노인요양시설,노인의료복지시설,자치구,오명자,1150000000,강서구,서울특별시 강서구 화곡로 254,37.5476163,126.8463529,87,87,226946699,7678
민영요양센터2,M0600,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조은숙,1130500000,강북구,"서울특별시 강북구 삼양로184, 5층 (미아동, 유유빌딩))",37.620258,127.021265,9,9,29877600,1174
면목요양원,M0605,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김원길,1126000000,중랑구,"서울특별시 중랑구 면목동61, 3층 (면목동)",37.5840156,127.0935612,9,9,222938198,2208
설화요양원,M0634,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김진숙,1144000000,마포구,서울특별시 마포구 만리재로 115송희빌딩 6층 (공덕동),37.5503698,126.9606106,9,9,02-703-5540,4208
